"Date","Temperature","Salin","Fluorescence","Turbidity","Oxygen"
2024-10-29 18:00:20,4.7254,34.9346,0.0164,0.1309,5.7683
2024-10-29 20:00:20,4.7265,34.9336,8e-04,0.1321,5.7796
2024-10-29 22:00:20,4.7292,34.9345,0.0027,0.1997,5.7627
2024-10-30 00:00:20,4.7128,34.9349,0.0045,0.1249,5.7881
2024-10-30 02:00:20,4.7506,34.9367,0.0137,0.1286,5.7366
2024-10-30 04:00:20,4.8116,34.9313,0.0164,0.1305,5.6793
2024-10-30 06:00:20,4.7893,34.9323,0.005,0.1331,5.6989
2024-10-30 08:00:20,4.7828,34.9325,0.0095,0.1325,5.7017
2024-10-30 10:00:20,4.7715,34.9329,0.0063,0.1302,5.7171
2024-10-30 12:00:20,4.7665,34.9328,0.0036,0.1287,5.727
2024-10-30 14:00:20,4.7693,34.9331,0.0063,0.1296,5.7239
2024-10-30 16:00:20,4.7465,34.9339,0.0105,0.1463,5.7552
2024-10-30 18:00:20,4.7194,34.9348,0.005,0.1357,5.7776
2024-10-30 20:00:20,4.7206,34.9346,0.0132,0.1296,5.7755
2024-10-30 22:00:20,4.754,34.9343,0.01,0.1319,5.7434
2024-10-31 00:00:20,4.7549,34.9335,0.0123,0.131,5.7357
2024-10-31 02:00:20,4.7513,34.9339,0.0018,0.1338,5.7477
2024-10-31 04:00:20,4.7461,34.9341,8e-04,0.1347,5.7507
2024-10-31 06:00:20,4.7415,34.934,0.0127,0.1334,5.7605
2024-10-31 08:00:20,4.7323,34.9342,-1e-04,0.1318,5.7679
2024-10-31 10:00:20,4.7535,34.9337,0.0137,0.3042,5.7517
2024-10-31 12:00:20,4.7599,34.9333,0.0077,0.1208,5.7374
2024-10-31 14:00:20,4.7812,34.9327,0.0031,0.1258,5.7202
2024-10-31 16:00:20,4.7449,34.934,4e-04,0.1244,5.755
2024-10-31 18:00:20,4.7636,34.9312,0.0059,0.1217,5.7382
2024-10-31 20:00:20,4.737,34.9342,0.0091,0.1255,5.775
2024-10-31 22:00:20,4.7197,34.9349,0.0045,0.1322,5.7902
2024-11-01 00:00:20,4.7304,34.9351,0.0127,0.131,5.784
2024-11-01 02:00:20,4.7212,34.9347,0.0178,0.1258,5.7843
2024-11-01 04:00:20,4.7465,34.9337,0.0063,0.1324,5.7534
2024-11-01 06:00:20,4.7638,34.9334,0.0095,0.1257,5.7434
2024-11-01 08:00:20,4.8002,34.9322,0.0164,0.1286,5.6961
2024-11-01 10:00:20,4.7669,34.9337,0.0169,0.1243,5.7275
2024-11-01 12:00:20,4.8013,34.9319,0.01,0.1247,5.6905
2024-11-01 14:00:20,4.771,34.9327,0.004,0.1197,5.7304
2024-11-01 16:00:20,4.7812,34.9327,0.0022,0.1322,5.7168
2024-11-01 18:00:20,4.7628,34.9334,0.0027,0.1312,5.739
2024-11-01 20:00:20,4.7482,34.9336,0.0095,0.1341,5.7443
2024-11-01 22:00:20,4.7307,34.9344,-0.0015,0.131,5.7641
2024-11-02 00:00:20,4.7443,34.934,0.0169,0.1257,5.7518
2024-11-02 02:00:20,4.7553,34.9335,0.0086,0.1318,5.7415
2024-11-02 04:00:20,4.7829,34.9325,0.005,0.1251,5.7118
2024-11-02 06:00:20,4.7833,34.9321,-1e-04,0.1254,5.7018
2024-11-02 08:00:20,4.7801,34.9326,0.0063,0.1217,5.7162
2024-11-02 10:00:20,4.7693,34.9333,0.0086,0.1257,5.7275
2024-11-02 12:00:20,4.7862,34.9314,0.0045,0.1313,5.7084
2024-11-02 14:00:20,4.7824,34.9326,0.0159,0.1257,5.713
2024-11-02 16:00:20,4.755,34.9335,0.0063,0.1305,5.7409
2024-11-02 18:00:20,4.7475,34.9338,-0.0019,0.1296,5.7481
2024-11-02 20:00:20,4.7254,34.9349,0.0031,0.1325,5.774
2024-11-02 22:00:20,4.614,34.9386,0.0164,0.1272,5.9255
2024-11-03 00:00:20,4.6293,34.9376,0.0118,0.1312,5.9022
2024-11-03 02:00:20,4.6076,34.9388,0.0027,0.1557,5.943
2024-11-03 04:00:20,4.6261,34.9383,0.0182,0.1304,5.8862
2024-11-03 06:00:20,4.618,34.9393,0.0022,0.1176,5.9111
2024-11-03 08:00:20,4.6859,34.9379,0.0082,0.1266,5.8217
2024-11-03 10:00:20,4.636,34.9389,0.0214,0.1232,5.8927
2024-11-03 12:00:20,4.6354,34.9389,8e-04,0.1255,5.9038
2024-11-03 14:00:20,4.6187,34.9389,0.0164,0.1237,5.9229
2024-11-03 16:00:20,4.7264,34.9344,0.0082,0.1161,5.7831
2024-11-03 18:00:20,4.7016,34.9356,0.0132,0.1191,5.8183
2024-11-03 20:00:20,4.6345,34.9401,0.0018,0.1159,5.9099
2024-11-03 22:00:20,4.563,34.9409,0.0137,0.1153,5.9985
2024-11-04 00:00:20,4.5907,34.9401,0.0031,0.119,5.9616
2024-11-04 02:00:20,4.6794,34.9366,0.0045,0.1159,5.8506
2024-11-04 04:00:20,4.6224,34.9389,0.0036,0.1174,5.9106
2024-11-04 06:00:20,4.6073,34.9393,0.0141,0.1234,5.9315
2024-11-04 08:00:20,4.5904,34.9401,0.0063,0.1244,5.9638
2024-11-04 10:00:20,4.6158,34.9384,-0.0106,0.1179,5.9269
2024-11-04 12:00:20,4.6262,34.9387,0.0191,0.1261,5.9094
2024-11-04 14:00:20,4.6292,34.9399,8e-04,0.1185,5.8784
2024-11-04 16:00:20,4.6309,34.9386,0.0205,0.1232,5.8961
2024-11-04 18:00:20,4.6002,34.9393,0.0018,0.1188,5.9339
2024-11-04 20:00:20,4.5459,34.9419,0.0072,0.1215,6.0117
2024-11-04 22:00:20,4.5443,34.9416,-0.0028,0.1165,6.0293
2024-11-05 00:00:20,4.5539,34.9413,-0.001,0.1206,6.0175
2024-11-05 02:00:20,4.5475,34.9412,0.0063,0.1217,6.0191
2024-11-05 04:00:20,4.5626,34.9411,0.0123,0.1205,5.9956
2024-11-05 06:00:20,4.5849,34.9403,0.0146,0.1368,5.9729
2024-11-05 08:00:20,4.5905,34.9402,-5e-04,0.1258,5.9551
2024-11-05 10:00:20,4.5934,34.9402,0.0219,0.1269,5.951
2024-11-05 12:00:20,4.6029,34.9396,0.0082,0.1882,5.9418
2024-11-05 14:00:20,4.6028,34.9395,4e-04,0.1946,5.9475
2024-11-05 16:00:20,4.5997,34.9397,-0.0037,0.1299,5.9495
2024-11-05 18:00:20,4.58,34.9407,0.0086,0.1296,5.9709
2024-11-05 20:00:20,4.5737,34.9408,0.0132,0.1374,5.9774
2024-11-05 22:00:20,4.5779,34.9406,-0.0074,0.1205,5.9615
2024-11-06 00:00:20,4.5853,34.9404,-0.0028,0.1209,5.9651
2024-11-06 02:00:20,4.593,34.9401,0.0086,0.1206,5.9483
2024-11-06 04:00:20,4.5973,34.9403,0.0146,0.12,5.9453
2024-11-06 06:00:20,4.6012,34.9397,-0.0019,0.1226,5.9374
2024-11-06 08:00:20,4.608,34.9393,4e-04,0.1258,5.9427
2024-11-06 10:00:20,4.6132,34.9391,0.0013,0.1226,5.9258
2024-11-06 12:00:20,4.6166,34.9387,0.0063,0.1267,5.9183
2024-11-06 14:00:20,4.6197,34.9394,0.0054,0.12,5.91
2024-11-06 16:00:20,4.624,34.9387,0.0109,0.1334,5.9036
2024-11-06 18:00:20,4.6257,34.9384,0.0054,0.1229,5.8973
2024-11-06 20:00:20,4.6199,34.9388,0.0018,0.1318,5.9178
2024-11-06 22:00:20,4.6131,34.9392,0.0077,0.1205,5.9231
2024-11-07 00:00:20,4.6057,34.9395,-0.0065,0.1191,5.9363
2024-11-07 02:00:20,4.6234,34.9387,0.0077,0.1167,5.918
2024-11-07 04:00:20,4.6204,34.9389,0.0132,0.1234,5.9169
2024-11-07 06:00:20,4.6293,34.9386,-0.0033,0.1183,5.9041
2024-11-07 08:00:20,4.6226,34.9387,0.0123,0.1276,5.9142
2024-11-07 10:00:20,4.6168,34.9388,0.0013,0.1255,5.9153
2024-11-07 12:00:20,4.6176,34.9389,0.0114,0.1142,5.9158
2024-11-07 14:00:20,4.6211,34.9388,0.0173,0.1206,5.9084
2024-11-07 16:00:20,4.6288,34.9397,-0.0083,0.1298,5.9051
2024-11-07 18:00:20,4.6224,34.9389,-0.0051,0.1241,5.902
2024-11-07 20:00:20,4.6349,34.9384,0.0173,0.1322,5.8963
2024-11-07 22:00:20,4.6382,34.9376,0.0127,0.1217,5.8935
2024-11-08 00:00:20,4.6197,34.9389,0.0182,0.1925,5.9114
2024-11-08 02:00:20,4.6326,34.9386,-0.0079,0.12,5.8996
2024-11-08 04:00:20,4.6273,34.9388,0.0141,0.122,5.9078
2024-11-08 06:00:20,4.6275,34.9386,0.0013,0.12,5.8982
2024-11-08 08:00:20,4.6357,34.9389,0.0031,0.1212,5.8961
2024-11-08 10:00:20,4.6424,34.9381,0.0109,0.1226,5.8859
2024-11-08 12:00:20,4.6486,34.9375,0.01,0.1214,5.8749
2024-11-08 14:00:20,4.6484,34.9378,0.004,0.1174,5.8779
2024-11-08 16:00:20,4.6654,34.9358,-0.001,0.1214,5.8657
2024-11-08 18:00:20,4.6898,34.9358,0.0031,0.1234,5.8349
2024-11-08 20:00:20,4.6892,34.9368,0.0114,0.1186,5.822
2024-11-08 22:00:20,4.6871,34.9363,0.0054,0.1255,5.8307
2024-11-09 00:00:20,4.6331,34.9383,0.015,0.1247,5.8945
2024-11-09 02:00:20,4.6318,34.9385,0.0036,0.1222,5.894
2024-11-09 04:00:20,4.6332,34.9384,0.0164,0.1205,5.8954
2024-11-09 06:00:20,4.623,34.9389,-0.0042,0.1229,5.9111
2024-11-09 08:00:20,4.618,34.9391,0.0059,0.1205,5.916
2024-11-09 10:00:20,4.6141,34.9388,0.0063,0.1241,5.9247
2024-11-09 12:00:20,4.6167,34.9388,0.0059,0.1228,5.9127
2024-11-09 14:00:20,4.6132,34.9392,8e-04,0.1281,5.9131
2024-11-09 16:00:20,4.688,34.9351,0.0054,0.1327,5.8459
2024-11-09 18:00:20,4.7024,34.9358,0.0077,0.1266,5.823
2024-11-09 20:00:20,4.6831,34.9392,0.0095,0.1302,5.7953
2024-11-09 22:00:20,4.6796,34.9367,0.0109,0.1302,5.8399
2024-11-10 00:00:20,4.6628,34.9372,0.0063,0.1356,5.875
2024-11-10 02:00:20,4.632,34.9384,0.0031,0.1266,5.8901
2024-11-10 04:00:20,4.6286,34.9385,0.0091,0.1255,5.8952
2024-11-10 06:00:20,4.6025,34.9398,0.0045,0.1231,5.9414
2024-11-10 08:00:20,4.6084,34.9396,0.0196,0.1278,5.9328
2024-11-10 10:00:20,4.6514,34.9377,0.0105,0.1319,5.8838
2024-11-10 12:00:20,4.6764,34.9369,0.0082,0.1328,5.8463
2024-11-10 14:00:20,4.6744,34.937,0.0109,0.1255,5.8527
2024-11-10 16:00:20,4.6853,34.9362,0.0114,0.1222,5.8425
2024-11-10 18:00:20,4.6588,34.938,0.0082,0.1222,5.867
2024-11-10 20:00:20,4.634,34.9386,0.0159,0.1264,5.9014
2024-11-10 22:00:20,4.6342,34.9396,0.005,0.1234,5.8841
2024-11-11 00:00:20,4.6219,34.9389,0.0031,0.1209,5.9041
2024-11-11 02:00:20,4.6115,34.9394,0.0027,0.1309,5.9119
2024-11-11 04:00:20,4.6118,34.9393,-0.001,0.1261,5.9203
2024-11-11 06:00:20,4.5987,34.9397,0.0027,0.1229,5.9362
2024-11-11 08:00:20,4.5959,34.9399,-0.0024,0.1244,5.9462
2024-11-11 10:00:20,4.5896,34.9402,0.0137,0.1229,5.9444
2024-11-11 12:00:20,4.6024,34.9393,0.0063,0.1226,5.9337
2024-11-11 14:00:20,4.6051,34.9394,0.0123,0.1402,5.9439
2024-11-11 16:00:20,4.5888,34.9402,8e-04,0.1379,5.9683
2024-11-11 18:00:20,4.6058,34.9395,0.0091,0.1301,5.9575
2024-11-11 20:00:20,4.5664,34.941,4e-04,0.1278,5.9867
2024-11-11 22:00:20,4.581,34.9403,0.0169,0.1228,5.9691
2024-11-12 00:00:20,4.5796,34.941,0.0095,0.129,5.9551
2024-11-12 02:00:20,4.5874,34.9402,-0.0051,0.1235,5.9498
2024-11-12 04:00:20,4.5849,34.9404,0.0118,0.1223,5.9608
2024-11-12 06:00:20,4.6032,34.9396,0.0137,0.1222,5.9362
2024-11-12 08:00:20,4.5784,34.9404,-0.0028,0.1199,5.9664
2024-11-12 10:00:20,4.5809,34.9403,0.0036,0.137,5.9618
2024-11-12 12:00:20,4.5971,34.9398,0.0045,0.1237,5.9532
2024-11-12 14:00:20,4.5995,34.9397,-0.001,0.1226,5.9441
2024-11-12 16:00:20,4.59,34.9408,0.0164,0.1296,5.9512
2024-11-12 18:00:20,4.6098,34.9393,0.0187,0.1261,5.934
2024-11-12 20:00:20,4.5998,34.9398,0.004,0.1186,5.9363
2024-11-12 22:00:20,4.6006,34.9394,0.0082,0.133,5.9401
2024-11-13 00:00:20,4.6,34.9394,8e-04,0.1191,5.9348
2024-11-13 02:00:20,4.5838,34.9403,0.0169,0.1299,5.9618
2024-11-13 04:00:20,4.5833,34.9402,0.0077,0.1272,5.9542
2024-11-13 06:00:20,4.5709,34.9408,4e-04,0.1226,5.9775
2024-11-13 08:00:20,4.5554,34.9416,-0.0065,0.1305,6.0063
2024-11-13 10:00:20,4.5059,34.9438,0.0054,0.1244,6.0731
2024-11-13 12:00:20,4.4945,34.9442,4e-04,0.1284,6.0861
2024-11-13 14:00:20,4.5075,34.9436,0.0077,0.1295,6.0664
2024-11-13 16:00:20,4.4961,34.9441,0.015,0.1414,6.0833
2024-11-13 18:00:20,4.4887,34.9443,0.0063,0.1263,6.081
2024-11-13 20:00:20,4.4962,34.944,0.0146,0.1252,6.0856
2024-11-13 22:00:20,4.4921,34.944,0.0068,0.1254,6.0813
2024-11-14 00:00:20,4.4946,34.944,0.0123,0.1257,6.0786
2024-11-14 02:00:20,4.494,34.9438,8e-04,0.1246,6.0876
2024-11-14 04:00:20,4.4838,34.9446,0.0214,0.1223,6.1025
2024-11-14 06:00:20,4.4784,34.9447,0.01,0.1284,6.1029
2024-11-14 08:00:20,4.4972,34.9439,0.004,0.1222,6.0864
2024-11-14 10:00:20,4.5052,34.9435,-0.0019,0.1206,6.077
2024-11-14 12:00:20,4.5168,34.9441,0.0063,0.1205,6.0686
2024-11-14 14:00:20,4.4852,34.9443,-0.0015,0.1199,6.1037
2024-11-14 16:00:20,4.4911,34.9441,0.0114,0.1684,6.0886
2024-11-14 18:00:20,4.4915,34.9443,0.0114,0.1237,6.0794
2024-11-14 20:00:20,4.4916,34.9445,0.0013,0.1229,6.0806
2024-11-14 22:00:20,4.4895,34.9442,0.0063,0.1244,6.0787
2024-11-15 00:00:20,4.4961,34.944,0.0141,0.1264,6.0742
2024-11-15 02:00:20,4.5035,34.9436,-0.0051,0.1222,6.0604
2024-11-15 04:00:20,4.5154,34.9431,0.0137,0.1281,6.0527
2024-11-15 06:00:20,4.5196,34.9428,0.0054,0.1257,6.0442
2024-11-15 08:00:20,4.5387,34.9429,0.004,0.1208,6.0176
2024-11-15 10:00:20,4.5479,34.9419,0.0164,0.1193,6.0061
2024-11-15 12:00:20,4.5321,34.9425,0.0205,0.1286,6.0216
2024-11-15 14:00:20,4.5491,34.9418,0.0132,0.1214,6.0029
2024-11-15 16:00:20,4.553,34.9417,0.0018,0.1217,5.997
2024-11-15 18:00:20,4.5625,34.9412,0.0256,0.1537,5.9881
2024-11-15 20:00:20,4.5792,34.9406,0.0137,0.1237,5.9584
2024-11-15 22:00:20,4.5874,34.9403,0.0095,0.1516,5.953
2024-11-16 00:00:20,4.5937,34.94,0.0159,0.1283,5.9456
2024-11-16 02:00:20,4.5958,34.9401,0.0082,0.1251,5.9315
2024-11-16 04:00:20,4.5864,34.9403,0.0059,0.1237,5.9475
2024-11-16 06:00:20,4.5598,34.941,0.0082,0.1261,5.9944
2024-11-16 08:00:20,4.5472,34.942,0.0036,0.1333,6.0157
2024-11-16 10:00:20,4.5363,34.9423,0.0109,0.118,6.0322
2024-11-16 12:00:20,4.5442,34.9421,0.0018,0.1188,6.0232
2024-11-16 14:00:20,4.5453,34.9419,-0.0056,0.1159,6.0242
2024-11-16 16:00:20,4.5508,34.9418,-0.0047,0.12,6.0096
2024-11-16 18:00:20,4.5215,34.9428,0.0091,0.1258,6.042
2024-11-16 20:00:20,4.5094,34.9434,0.0072,0.1283,6.059
2024-11-16 22:00:20,4.4987,34.944,0.0127,0.1211,6.0608
2024-11-17 00:00:20,4.503,34.9439,0.0086,0.1191,6.0683
2024-11-17 02:00:20,4.5226,34.9433,0.0114,0.1179,6.0479
2024-11-17 04:00:20,4.5147,34.9435,0.0123,0.1194,6.0437
2024-11-17 06:00:20,4.5141,34.9434,0.0191,0.1173,6.049
2024-11-17 08:00:20,4.5162,34.9432,0.0063,0.1219,6.0559
2024-11-17 10:00:20,4.5345,34.9424,0.0214,0.1173,6.0278
2024-11-17 12:00:20,4.5422,34.9421,0.0127,0.118,6.0174
2024-11-17 14:00:20,4.5513,34.9416,0.0187,0.1174,6.0018
2024-11-17 16:00:20,4.5412,34.9421,0.0091,0.1153,6.0091
2024-11-17 18:00:20,4.5374,34.9416,0.0182,0.1254,6.0145
2024-11-17 20:00:20,4.5498,34.9416,-1e-04,0.1223,5.9969
2024-11-17 22:00:20,4.5681,34.9413,0.0031,0.1179,5.9808
2024-11-18 00:00:20,4.5647,34.9413,0.0095,0.1215,5.975
2024-11-18 02:00:20,4.5658,34.9409,0.004,0.1151,5.9856
2024-11-18 04:00:20,4.5807,34.9404,0.0022,0.1208,5.9641
2024-11-18 06:00:20,4.605,34.9396,0.0132,0.1199,5.9419
2024-11-18 08:00:20,4.6021,34.9397,0.0068,0.1217,5.9413
2024-11-18 10:00:20,4.6,34.9396,0.0095,0.1188,5.9458
2024-11-18 12:00:20,4.6032,34.9393,4e-04,0.1167,5.9451
2024-11-18 14:00:20,4.5815,34.9405,0.0187,0.1238,5.9645
2024-11-18 16:00:20,4.6072,34.9393,-0.0037,0.1211,5.9298
2024-11-18 18:00:20,4.5823,34.9403,0.0155,0.1336,5.971
2024-11-18 20:00:20,4.6076,34.9393,0.0045,0.1202,5.943
2024-11-18 22:00:20,4.5998,34.9398,0.0054,0.1222,5.9493
2024-11-19 00:00:20,4.629,34.9432,0.0018,0.1185,5.9146
2024-11-19 02:00:20,4.6503,34.938,0.0082,0.1177,5.8791
2024-11-19 04:00:20,4.5817,34.9404,8e-04,0.1243,5.9578
2024-11-19 06:00:20,4.5892,34.9402,0.0063,0.1252,5.9569
2024-11-19 08:00:20,4.5928,34.9399,0.0159,0.1296,5.9551
2024-11-19 10:00:20,4.5694,34.941,-0.0051,0.1237,5.9862
2024-11-19 12:00:20,4.5665,34.9411,0.0169,0.1409,5.9918
2024-11-19 14:00:20,4.579,34.9405,0.0022,0.1229,5.9694
2024-11-19 16:00:20,4.6078,34.9394,0.0027,0.1226,5.9439
2024-11-19 18:00:20,4.6086,34.9397,0.0068,0.1215,5.9442
2024-11-19 20:00:20,4.6202,34.939,-0.0024,0.1251,5.9226
2024-11-19 22:00:20,4.6101,34.9392,0.0036,0.1597,5.9332
2024-11-20 00:00:20,4.6154,34.939,0.0164,0.1521,5.9172
2024-11-20 02:00:20,4.6089,34.9395,0.0095,0.1377,5.9336
2024-11-20 04:00:20,4.6127,34.9392,-5e-04,0.1209,5.9339
2024-11-20 06:00:20,4.6165,34.9387,-5e-04,0.1305,5.9279
2024-11-20 08:00:20,4.6339,34.9384,0.0031,0.1229,5.9014
2024-11-20 10:00:20,4.6387,34.9384,0.0013,0.1269,5.8864
2024-11-20 12:00:20,4.6365,34.9381,0.0045,0.1339,5.8874
2024-11-20 14:00:20,4.6265,34.9388,0.0095,0.1286,5.9068
2024-11-20 16:00:20,4.6199,34.9387,0.005,0.129,5.9204
2024-11-20 18:00:20,4.6143,34.9391,0.0063,0.1247,5.9288
2024-11-20 20:00:20,4.6546,34.9376,0.0137,0.1228,5.8799
2024-11-20 22:00:20,4.619,34.9386,0.004,0.1237,5.9195
2024-11-21 00:00:20,4.6198,34.939,0.0123,0.1251,5.9107
2024-11-21 02:00:20,4.6381,34.9382,0.0095,0.1209,5.8953
2024-11-21 04:00:20,4.6506,34.9377,-0.0015,0.1247,5.879
2024-11-21 06:00:20,4.6667,34.9372,-0.0024,0.128,5.8674
2024-11-21 08:00:20,4.6831,34.9364,0.0082,0.1252,5.8479
2024-11-21 10:00:20,4.6803,34.9363,0.0045,0.1249,5.8361
2024-11-21 12:00:20,4.6864,34.9363,0.0063,0.1234,5.8259
2024-11-21 14:00:20,4.685,34.9363,0.0086,0.1263,5.8287
2024-11-21 16:00:20,4.6867,34.9364,0.0132,0.1276,5.8261
2024-11-21 18:00:20,4.6889,34.9363,0.0077,0.1261,5.8231
2024-11-21 20:00:20,4.6896,34.9362,8e-04,0.1292,5.8261
2024-11-21 22:00:20,4.6936,34.9359,0.0022,0.1359,5.8206
2024-11-22 00:00:20,4.6984,34.9357,0.0137,0.144,5.8143
2024-11-22 02:00:20,4.6951,34.9359,0.0068,0.1244,5.814
2024-11-22 04:00:20,4.6958,34.9361,0.0082,0.1281,5.8144
2024-11-22 06:00:20,4.6958,34.9357,0.0095,0.1228,5.8114
2024-11-22 08:00:20,4.6913,34.9363,0.0068,0.1235,5.8207
2024-11-22 10:00:20,4.6929,34.9368,0.0063,0.1624,5.8155
2024-11-22 12:00:20,4.6975,34.9361,0.0077,0.1229,5.809
2024-11-22 14:00:20,4.6978,34.9357,0.0105,0.1309,5.8116
2024-11-22 16:00:20,4.6931,34.9361,0.0095,0.1275,5.8152
2024-11-22 18:00:20,4.693,34.9361,0.0045,0.1237,5.816
2024-11-22 20:00:20,4.7031,34.9355,0.0109,0.12,5.8115
2024-11-22 22:00:20,4.7134,34.9352,0.0072,0.1228,5.7985
2024-11-23 00:00:20,4.7085,34.9353,0.0036,0.1235,5.807
2024-11-23 02:00:20,4.7052,34.9357,0.004,0.1348,5.8075
2024-11-23 04:00:20,4.7075,34.9356,4e-04,0.1193,5.8057
2024-11-23 06:00:20,4.6947,34.9359,0.005,0.1312,5.8252
2024-11-23 08:00:20,4.6873,34.9363,0.0123,0.1205,5.8309
2024-11-23 10:00:20,4.6855,34.9362,0.0132,0.1209,5.8311
2024-11-23 12:00:20,4.6853,34.9361,0.0063,0.1261,5.8342
2024-11-23 14:00:20,4.693,34.936,-5e-04,0.1202,5.8208
2024-11-23 16:00:20,4.6928,34.9359,0.0118,0.1238,5.8185
2024-11-23 18:00:20,4.6852,34.9362,0.0091,0.1222,5.828
2024-11-23 20:00:20,4.6868,34.9363,0.0013,0.1226,5.83
2024-11-23 22:00:20,4.6951,34.9358,0.0095,0.1505,5.8154
2024-11-24 00:00:20,4.7031,34.9356,0.0045,0.1215,5.8089
2024-11-24 02:00:20,4.7001,34.9357,0.0031,0.1258,5.8159
2024-11-24 04:00:20,4.6944,34.936,0.0077,0.1252,5.8179
2024-11-24 06:00:20,4.6938,34.9358,0.0091,0.1283,5.8169
2024-11-24 08:00:20,4.6946,34.9359,0.0031,0.1373,5.8259
2024-11-24 10:00:20,4.6918,34.936,0.0159,0.1313,5.8317
2024-11-24 12:00:20,4.6846,34.9365,0.0118,0.1243,5.8461
2024-11-24 14:00:20,4.6882,34.9362,-1e-04,0.1255,5.8383
2024-11-24 16:00:20,4.7226,34.935,0.0059,0.1232,5.7983
2024-11-24 18:00:20,4.7014,34.9358,4e-04,0.1481,5.8149
2024-11-24 20:00:20,4.6913,34.9361,0.0173,0.1252,5.8199
2024-11-24 22:00:20,4.6938,34.9359,0.0059,0.1246,5.8184
2024-11-25 00:00:20,4.6816,34.9363,0.0036,0.1307,5.8394
2024-11-25 02:00:20,4.6783,34.9364,0.0114,0.1251,5.8459
2024-11-25 04:00:20,4.6732,34.9369,0.004,0.1334,5.8494
2024-11-25 06:00:20,4.6746,34.9365,0.0109,0.1237,5.8476
2024-11-25 08:00:20,4.6655,34.937,0.0082,0.1258,5.8562
2024-11-25 10:00:20,4.6652,34.9369,4e-04,0.1246,5.8494
2024-11-25 12:00:20,4.6717,34.9362,0.0063,0.1281,5.8446
2024-11-25 14:00:20,4.6833,34.9364,0.0091,0.1243,5.8398
2024-11-25 16:00:20,4.6801,34.9358,0.0068,0.1197,5.8312
2024-11-25 18:00:20,4.653,34.9377,0.0018,0.1272,5.8646
2024-11-25 20:00:20,4.6531,34.9374,0.01,0.1286,5.8658
2024-11-25 22:00:20,4.6551,34.9373,0.015,0.1255,5.8663
2024-11-26 00:00:20,4.6519,34.9376,0.0123,0.1228,5.8703
2024-11-26 02:00:20,4.6482,34.9377,-1e-04,0.1238,5.8762
2024-11-26 04:00:20,4.6384,34.9383,0.0091,0.1298,5.8879
2024-11-26 06:00:20,4.6291,34.9385,0.0082,0.128,5.8962
2024-11-26 08:00:20,4.6206,34.9392,0.01,0.1246,5.915
2024-11-26 10:00:20,4.6532,34.9377,0.0105,0.1226,5.8791
2024-11-26 12:00:20,4.6843,34.9362,0.0114,0.1231,5.8491
2024-11-26 14:00:20,4.6905,34.9361,0.0022,0.1283,5.8348
2024-11-26 16:00:20,4.7223,34.9345,0.015,0.14,5.7949
2024-11-26 18:00:20,4.7273,34.9344,4e-04,0.1193,5.7759
2024-11-26 20:00:20,4.7205,34.935,0.0045,0.1145,5.7853
2024-11-26 22:00:20,4.6674,34.9367,-0.0015,0.1212,5.8568
2024-11-27 00:00:20,4.6729,34.9366,0.0054,0.1188,5.8506
2024-11-27 02:00:20,4.658,34.9373,0.0109,0.1185,5.8731
2024-11-27 04:00:20,4.6739,34.9366,-0.0033,0.1162,5.8558
2024-11-27 06:00:20,4.6925,34.9364,0.005,0.1191,5.8357
2024-11-27 08:00:20,4.6983,34.9357,-5e-04,0.1232,5.8153
2024-11-27 10:00:20,4.717,34.9342,0.0105,0.1191,5.7961
2024-11-27 12:00:20,4.7343,34.9343,0.0054,0.1219,5.771
2024-11-27 14:00:20,4.7175,34.935,0.0086,0.1284,5.7946
2024-11-27 16:00:20,4.7317,34.934,0.0063,0.1182,5.7703
2024-11-27 18:00:20,4.7107,34.9351,0.0013,0.1257,5.7949
2024-11-27 20:00:20,4.7207,34.9348,0.0063,0.1228,5.7839
2024-11-27 22:00:20,4.7081,34.9353,0.0091,0.1196,5.8049
2024-11-28 00:00:20,4.7174,34.9351,0.0114,0.1208,5.792
2024-11-28 02:00:20,4.7075,34.9354,0.01,0.1205,5.8103
2024-11-28 04:00:20,4.7004,34.9357,8e-04,0.1351,5.8139
2024-11-28 06:00:20,4.7125,34.9348,0.0059,0.1211,5.8033
2024-11-28 08:00:20,4.7169,34.9351,0.0054,0.1193,5.7941
2024-11-28 10:00:20,4.7304,34.9342,8e-04,0.1212,5.7765
2024-11-28 12:00:20,4.7426,34.934,0.0022,0.1278,5.7586
2024-11-28 14:00:20,4.7647,34.9325,0.0091,0.1206,5.736
2024-11-28 16:00:20,4.7667,34.933,0.0013,0.1211,5.7282
2024-11-28 18:00:20,4.786,34.9327,0.01,0.1208,5.7097
2024-11-28 20:00:20,4.7816,34.9325,0.0036,0.1222,5.7161
2024-11-28 22:00:20,4.7798,34.9327,0.0127,0.1234,5.7202
2024-11-29 00:00:20,4.7474,34.9338,0.0027,0.1162,5.7564
2024-11-29 02:00:20,4.7234,34.9342,0.0091,0.1254,5.7927
2024-11-29 04:00:20,4.7324,34.9344,0.0091,0.1232,5.7806
2024-11-29 06:00:20,4.7486,34.9338,0.005,0.1157,5.7647
2024-11-29 08:00:20,4.7406,34.9347,4e-04,0.1179,5.7647
2024-11-29 10:00:20,4.7544,34.9334,0.0082,0.1324,5.7488
2024-11-29 12:00:20,4.7859,34.9319,0.0082,0.1251,5.7141
